t_s,num_requests_running,num_requests_waiting,kv_cache_usage_perc,repeat_id,mode,background_offered_rps
48.0022842440012,78.0,0.0,0.046116920966912445,native-rep3,native,16.0
48.51164294300179,56.0,0.0,0.031201782959026203,native-rep3,native,16.0
49.02372620200185,53.0,0.0,0.029830276015772372,native-rep3,native,16.0
49.52883348600153,53.0,0.0,0.02931596091205213,native-rep3,native,16.0
50.03982633200212,54.0,0.0,0.030344591119492503,native-rep3,native,16.0
50.54370301200106,55.0,0.0,0.030516029487399288,native-rep3,native,16.0
51.051165213000786,53.0,0.0,0.029830276015772372,native-rep3,native,16.0
51.55948309100131,52.0,0.0,0.028801645808331888,native-rep3,native,16.0
52.06588316100169,53.0,0.0,0.029658837647865588,native-rep3,native,16.0
52.5740001990016,53.0,0.0,0.029144522544145346,native-rep3,native,16.0
53.07994189400051,52.0,0.0,0.029144522544145346,native-rep3,native,16.0
53.58382337600051,52.0,0.0,0.028973084176238673,native-rep3,native,16.0
54.08900484200058,52.0,0.0,0.028973084176238673,native-rep3,native,16.0
54.5932411649992,57.0,0.0,0.031201782959026203,native-rep3,native,16.0
55.099259929000254,58.0,0.0,0.03240185153437336,native-rep3,native,16.0
55.605727911999566,55.0,0.0,0.031201782959026203,native-rep3,native,16.0
56.11368861699884,55.0,0.0,0.030687467855306072,native-rep3,native,16.0
56.618644492002204,55.0,0.0,0.030516029487399288,native-rep3,native,16.0
57.130576325998845,55.0,0.0,0.030344591119492503,native-rep3,native,16.0
57.641624831001536,57.0,0.0,0.031201782959026203,native-rep3,native,16.0
58.147021984001185,58.0,0.0,0.03240185153437336,native-rep3,native,16.0
58.65529057100139,56.0,0.0,0.031201782959026203,native-rep3,native,16.0
59.159746287001326,55.0,0.0,0.03017315275158583,native-rep3,native,16.0
59.66662243600149,56.0,0.0,0.03137322132693299,native-rep3,native,16.0
60.1712425600017,46.0,0.0,0.02845876907251843,native-rep3,native,16.0
60.67632230399977,15.0,0.0,0.013372192696725516,native-rep3,native,16.0
